GSE Series,Biosample Name,Method,Gene,Platform,Experimental_GSM,Control_GSM
GSE27871,HUVEC,knockdown,HES1,?,GSM688224,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,HHEX,?,GSM688225,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,HIPK2,?,GSM688226,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,HIRA,?,GSM688227,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,HIVEP2,?,GSM688228,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,HOXA11,?,GSM688229,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,HSF2,?,GSM688230,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,HSF4,?,GSM688231,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,HSPA4,?,GSM688232,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,HUS1,?,GSM688233,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,ID1,?,GSM688234,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,IFIH1,?,GSM688235,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,IFIT3,?,GSM688236,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,IKBKB,?,GSM688237,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,IKBKE,?,GSM688238,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,IKBKG,?,GSM688239,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,IL15RA,?,GSM688240,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,IL15,?,GSM688241,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,IL1A,?,GSM688242,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,IL1B,?,GSM688243,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,IL1R1,?,GSM688244,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,IL1R2,?,GSM688245,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,IL2RB,?,GSM688246,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,IL2RG,?,GSM688247,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,IL4I1,?,GSM688248,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,IL6,?,GSM688249,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,IL8RA,?,GSM688250,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,IL8RB,?,GSM688251,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,IL8,?,GSM688252,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,ILF2,?,GSM688253,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,ILF3,?,GSM688254,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,IRAK1,?,GSM688255,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,IRF1,?,GSM688256,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,IRF7,?,GSM688257,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,ISL1,?,GSM688258,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,JUNB,?,GSM688259,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,JUN,?,GSM688260,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,JunD,?,GSM688261,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,KDM5A,?,GSM688262,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,KDR,?,GSM688263,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,KLF2,?,GSM688264,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,LTA4H,?,GSM688265,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,MAD2L1,?,GSM688266,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,MAD2L2,?,GSM688267,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,MAFF,?,GSM688268,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,MAP2K1,?,GSM688269,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,MAPK14,?,GSM688270,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,MAPK1,?,GSM688271,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,MARCH7,?,GSM688272,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,MAX,?,GSM688273,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,MAZ,?,GSM688274,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,MCM2,?,GSM688275,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,MCM3,?,GSM688276,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,MCM4,?,GSM688277,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,MCM5,?,GSM688278,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,MCM6,?,GSM688279,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,MCM7,?,GSM688280,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,MDM2,?,GSM688281,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,MECP2,?,GSM688282,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,MED1,?,GSM688283,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,MED7,?,GSM688284,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,MEOX2,?,GSM688285,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,MKI67,?,GSM688286,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,MLL2,?,GSM688287,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,MLL,?,GSM688288,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,MNAT1,?,GSM688289,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,MNT,?,GSM688290,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,MSC,?,GSM688291,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,MSX1,?,GSM688292,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,MYBL2,?,GSM688293,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,MYCBP,?,GSM688294,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,MYC,?,GSM688295,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,MYOG,?,GSM688296,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,NCOR1,?,GSM688297,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,NCOR2,?,GSM688298,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,NFATC1,?,GSM688299,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,NFKBIA,?,GSM688300,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,NFKBIE,?,GSM688301,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,NFKB1,?,GSM688302,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,NFKB2,?,GSM688303,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,NFKBIL1,?,GSM688304,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,NFKBIL2,?,GSM688305,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,NKX3-1,?,GSM688306,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,NMI,?,GSM688307,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,NR2F2,?,GSM688308,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,NRP1,?,GSM688309,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,NUDT5,?,GSM688310,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,ORC1L,?,GSM688311,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,ORC2L,?,GSM688312,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,ORC3L,?,GSM688313,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,ORC4L,?,GSM688314,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,ORC5L,?,GSM688315,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,ORC6L,?,GSM688316,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,PCNA,?,GSM688317,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,PDGFRA,?,GSM688318,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,PDGFRB,?,GSM688319,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,PIAS1,?,GSM688320,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,PIAS3,?,GSM688321,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,PIK3CB,?,GSM688322,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,PIK3CD,?,GSM688323,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,PIK3CG,?,GSM688324,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,PIK3R1,?,GSM688325,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,PIK3R2,?,GSM688326,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,PIK3R3,?,GSM688327,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,PIN1P1,?,GSM688328,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,PIN1,?,GSM688329,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,PKNOX2,?,GSM688330,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,PLK1,?,GSM688331,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,PLK2,?,GSM688332,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,PLK3,?,GSM688333,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,PML,?,GSM688334,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,POLR2A,?,GSM688335,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,POLR2C,?,GSM688336,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,POLR2D,?,GSM688337,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,POLR2E,?,GSM688338,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,POLR2I,?,GSM688339,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,POU2F1,?,GSM688340,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,POU6F1,?,GSM688341,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,PPARA,?,GSM688342,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,PPARD,?,GSM688343,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,PPP3CB,?,GSM688344,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,PPP5C,?,GSM688345,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,PRKACB,?,GSM688346,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,PRKAR1A,?,GSM688347,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,PRKCA,?,GSM688348,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,PRKRIR,?,GSM688349,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,PRMT1,?,GSM688350,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,PTGS2,?,GSM688351,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,PTMA,?,GSM688352,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,PTX3,?,GSM688353,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,RAC1,?,GSM688354,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,RAD17,?,GSM688355,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,RAD1,?,GSM688356,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,RAD9A,?,GSM688357,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,RARB,?,GSM688358,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,RARG,?,GSM688359,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,RB1,?,GSM688360,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,RBL1,?,GSM688361,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,RBL2,?,GSM688362,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,RBP1,?,GSM688363,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,RELA,?,GSM688364,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,RELB,?,GSM688365,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,REL,?,GSM688366,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,RPA3,?,GSM688367,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,RPL11,?,GSM688368,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,RREB1,?,GSM688369,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,RRM1,?,GSM688370,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,RUNX1,?,GSM688371,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,RXRA,?,GSM688372,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,SDHB,?,GSM688373,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,SIX3,?,GSM688374,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,SKP1,?,GSM688375,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,SKP2,?,GSM688376,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,SLC15A3,?,GSM688377,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,SMAD1,?,GSM688378,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,SMAD4,?,GSM688379,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,SMAD7,?,GSM688380,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,SNAPC4,?,GSM688381,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,SOX18,?,GSM688382,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,SP100,?,GSM688383,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,SP1,?,GSM688384,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,SP2,?,GSM688385,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,SRF,?,GSM688386,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,STAT1,?,GSM688387,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,STAT2,?,GSM688388,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,STAT3,?,GSM688389,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,STAT4,?,GSM688390,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,STAT5A,?,GSM688391,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,STAT5B,?,GSM688392,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,STAT6,?,GSM688393,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TAF10,?,GSM688394,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TAF11,?,GSM688395,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TAF12,?,GSM688396,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TAF15,?,GSM688397,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TAF1B,?,GSM688398,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TAF1C,?,GSM688399,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TAF2,?,GSM688400,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TAF4,?,GSM688401,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TAF5L,?,GSM688402,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TAF5,?,GSM688403,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TAF6L,?,GSM688404,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TAF6,?,GSM688405,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TAF7,?,GSM688406,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TAF9,?,GSM688407,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TBP,?,GSM688408,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TCEA1,?,GSM688409,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TCEA2,?,GSM688410,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TCEAL1,?,GSM688411,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TCEAL4,?,GSM688412,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TCEB1,?,GSM688413,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TCEB3,?,GSM688414,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TCERG1,?,GSM688415,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TEK,?,GSM688416,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TFDP1,?,GSM688417,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TFDP2,?,GSM688418,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TFEC,?,GSM688419,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TFPT,?,GSM688420,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TGFB1,?,GSM688421,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TGFBR1,?,GSM688422,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TGIF1,?,GSM688423,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TIE1,?,GSM688424,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TM7SF2,?,GSM688425,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TMED2,?,GSM688426,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TMF1,?,GSM688427,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TNFAIP1,?,GSM688428,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TNFRSF1A,?,GSM688429,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TNIP2,?,GSM688430,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TOP2A,?,GSM688431,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TOP2B,?,GSM688432,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TOX4,?,GSM688433,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TP53,?,GSM688434,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TP63,?,GSM688435,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TP73,?,GSM688436,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TRAF1,?,GSM688437,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TTF2,?,GSM688438,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,TTRAP,?,GSM688439,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,UBE2J1,?,GSM688440,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,USF2,?,GSM688441,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,VASH1,?,GSM688442,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,VAV1,?,GSM688443,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,WT1,?,GSM688444,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,YWHAZ,?,GSM688445,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,ZEB1,?,GSM688446,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,ZNF143,?,GSM688447,GSM688449;GSM688450;GSM688451
GSE27871,HUVEC,knockdown,ZNF274,?,GSM688448,GSM688449;GSM688450;GSM688451
GSE42964,HUVEC,activemutant,RAF1,?,GSM1054055;GSM1054057;GSM1054062;GSM1054064,GSM1054054;GSM1054056;GSM1054058;GSM1054060
GSE42964,HUVEC,overexpression,RAF1,?,GSM1054059;GSM1054061;GSM1054063;GSM1054065,GSM1054054;GSM1054056;GSM1054058;GSM1054060
GSE45452,Lineage-depleted chord blood cells,mutant,BCR/ABL1,?,GSM1104497;GSM1104498;GSM1104499;GSM1104500,GSM1104493;GSM1104494;GSM1104495;GSM1104496
GSE45452,Lineage-depleted chord blood cells,mutant,BCR/ABL1 + IKZF1,?,GSM1104501;GSM1104502;GSM1104503;GSM1104504,GSM1104493;GSM1104494;GSM1104495;GSM1104496
GSE46801,Melanocytes,overexpression,BRAF,?,GSM1138536;GSM1138537;GSM1138538,GSM1138533;GSM1138534;GSM1138535
